mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;split3_train_score;split4_train_score;mean_train_score;std_train_score
0.001782703399658203;0.00040726386164117496;0.0006113052368164062;0.0004992651503956839;{};0.7932960893854749;0.770949720670391;0.7696629213483146;0.7471910112359551;0.8248587570621468;0.7811447811447811;0.026206931825583125;1;0.7837078651685393;0.797752808988764;0.7924263674614306;0.7924263674614306;0.7913165266106442;0.7915259871381617;0.0045069187846394155
