mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;split3_train_score;split4_train_score;mean_train_score;std_train_score
0.30102338790893557;0.4847874126577415;0.0017945289611816407;0.0011628605828921678;{};0.776536312849162;0.770949720670391;0.8370786516853933;0.8258426966292135;0.807909604519774;0.8035914702581369;0.026224986707279394;1;0.898876404494382;0.9087078651685393;0.8737727910238429;0.8835904628330996;0.8837535014005602;0.8897402049840849;0.012424657188536145
